Joueur;Equipe;Statut;Position;Age;2025-26;2026-27;2027-28;2028-29;2029-30
Goyette, David;SEA;ELC;C;21;891666;891666;RFA;0;0
Kokko, Niklas;SEA;ELC;G;22;891666;891666;RFA;0;0
Fleury, Cale;SEA;;RD;27;890000;890000;UFA;0;0
Sale, Eduard;SEA;ELC;RW;21;886666;886666;886666;RFA;0
Wright, Shane;SEA;ELC;C;22;886666;886666;RFA;0;0
Morrison, Logan;SEA;ELC;C;23;870000;RFA;0;0;0
Roed, Lleyton;SEA;ELC;LW;23;870000;RFA;0;0;0
Ostman, Victor;SEA;ELC;G;25;870000;RFA;0;0;0
Loshko, Andrei;SEA;ELC;RW;21;870000;870000;870000;RFA;0
Ottavainen, Ville;SEA;ELC;RD;23;867500;RFA;0;0;0
Hammell, Kaden;SEA;ELC;D;21;865833;865333;865833;RFA;0
Saarinen, Kim;SEA;ELC;G;19;840000;840000;840000;RFA;0
Nelson, Ty;SEA;ELC;D;21;836667;836667;RFA;0;0
Price, Caden;SEA;ELC;D;20;835556;835556;835556;RFA;0
Winterton, Ryan;SEA;ELC;RW,LW;22;828333;1125000;1125000;RFA;0
Melanson, Jacob;SEA;ELC;RW;22;826111;RFA;0;0;0
Avon, Jon-Randall;SEA;ELC;C,LW;22;800000;RFA;0;0;0
Meyers, Ben;SEA;;C,LW;27;775000;1000000;1000000;UFA;0
Olofsson, Gustav;SEA;;D;31;775000;UFA;0;0;0
Hayden, John;SEA;;C,RW;31;775000;775000;UFA;0;0
Stephens, Mitchell;SEA;;C;29;775000;UFA;0;0;0
McCormick, Max;SEA;;LW,RW;33;775000;UFA;0;0;0
Veleno, Joseph;SEA;;C,LW;26;379167;379167;0;0;0
Evers, Ryden;SEA;;;20;RFA;1075000;1075000;1075000;0
Seppala, Peetro;SEA;;D;25;RFA;0;0;0;0
Price, Carey;SJS;;G;38;10500000;UFA;0;0;0
Couture, Logan;SJS;;C,LW;36;8000000;8000000;UFA;0;0
Orlov, Dmitry;SJS;;LD,RD;34;6500000;6500000;UFA;0;0
Toffoli, Tyler;SJS;;RW,LW;33;6000000;6000000;6000000;UFA;0
Wennberg, Alexander;SJS;;C,LW;31;5000000;6000000;6000000;6000000;UFA
Performance Bonus Cushion Excess;SJS;;;;4874999;0;0;0;0
Vlasic, Marc-Edouard;SJS;;LD;38;4666667;1166667;0;0;0
Klingberg, John;SJS;;RD;33;4000000;UFA;0;0;0
Leddy, Nick;SJS;;LD,RD;34;4000000;UFA;0;0;0
Goodrow, Barclay;SJS;;C,LW;33;3641667;3641667;UFA;0;0
Brossoit, Laurent;SJS;;G;32;3300000;UFA;0;0;0
Ferraro, Mario;SJS;;LD,RD;27;3250000;UFA;0;0;0
Nedeljkovic, Alex;SJS;;G;30;2500000;3000000;3000000;UFA;0
Gaudette, Adam;SJS;;C,RW;29;2000000;2000000;UFA;0;0
Desharnais, Vincent;SJS;;RD;29;2000000;UFA;0;0;0
Askarov, Yaroslav;SJS;;G;23;2000000;2000000;RFA;0;0
Jones, Martin;SJS;;G;36;1666667;1666667;0;0;0
Sherwood, Kiefer;SJS;;RW,LW;30;1500000;5750000;5750000;5750000;5750000
Karlsson, Erik;SJS;;RD;35;1500000;1500000;0;0;0
Hertl, Tomas;SJS;;C,LW;32;1387500;1387500;1387500;1387500;1387500
Reaves, Ryan;SJS;;RW;39;1350000;UFA;0;0;0
Dellandrea, Ty;SJS;;C,RW;25;1300000;1625000;1625000;UFA;0
Kurashev, Philipp;SJS;;C,RW;26;1200000;RFA;0;0;0
Mukhamadullin, Shakir;SJS;;LD,RD;24;1000000;RFA;0;0;0
Celebrini, Macklin;SJS;ELC;C,LW;19;975000;975000;RFA;0;0
Beck, Noah;SJS;ELC;D;24;975000;RFA;0;0;0
Misa, Michael;SJS;ELC;C,LW;19;975000;975000;975000;RFA;0
Smith, Will;SJS;ELC;C,RW;21;950000;950000;RFA;0;0
Dickinson, Sam;SJS;ELC;LD;19;942500;942500;942500;RFA;0
Graf, Collin;SJS;ELC;RW,C;23;941667;RFA;0;0;0
Lund, Cameron;SJS;ELC;RW,C;21;941667;941667;RFA;0;0
Sahlin Wallenius, Leo;SJS;ELC;D;19;940000;940000;940000;RFA;0
Chernyshov, Igor;SJS;ELC;LW;20;934167;934167;934167;RFA;0
Bystedt, Filip;SJS;ELC;C,LW;22;918333;918333;RFA;0;0
Hävelid, Mattias;SJS;ELC;D;22;905000;905000;905000;RFA;0
Cagnoni, Luca;SJS;ELC;D;21;895000;895000;RFA;0;0
Musty, Quentin;SJS;ELC;LW;20;886666;886666;886666;RFA;0
Halttunen, Kasper;SJS;ELC;RW,LW;20;876666;876666;876666;RFA;0
Cardwell, Ethan;SJS;ELC;RW,C;23;867500;RFA;0;0;0
Eklund, William;SJS;ELC;LW,C;23;863333;5600000;5600000;5600000;RFA
Ostapchuk, Zack;SJS;ELC;C,LW;22;825000;RFA;0;0;0
Allan, Nolan;SJS;ELC;D;22;825000;RFA;0;0;0
Afanasyev, Egor;SJS;;LW,C;25;800000;0;0;0;0
Carlsson, Lucas;SJS;;D;28;800000;UFA;0;0;0
Carriere, Gabriel;SJS;;G;25;795000;RFA;0;0;0
Regenda, Pavol;SJS;;LW,RW;26;775000;0;0;0;0
White, Colin;SJS;;C,RW;29;775000;UFA;0;0;0
Bowers, Shane;SJS;;C,RW;26;775000;0;0;0;0
Laberge, Samuel;SJS;;W,C;28;775000;UFA;0;0;0
Skarek, Jakub;SJS;;G;26;775000;0;0;0;0
Woo, Jett;SJS;;D;25;775000;0;0;0;0
Huntington, Jimmy;SJS;;C,LW;27;775000;UFA;0;0;0
Giles, Patrick;SJS;;C,RW;26;775000;0;0;0;0
Knyzhov, Nicolai;SJS;;D;27;466667;0;0;0;0
Kaut, Martin;SJS;;RW;26;RFA;0;0;0;0
Chmelevski, Alexander;SJS;;C;26;RFA;0;0;0;0
undefined, undefined;SJS;;;;;;;;
Kyrou, Jordan;STL;;RW;27;8125000;8125000;8125000;8125000;8125000
Thomas, Robert;STL;;C;26;8125000;8125000;8125000;8125000;8125000
Buchnevich, Pavel;STL;;LW,C;30;8000000;8000000;8000000;8000000;8000000
Krug, Torey;STL;;D;34;6500000;6500000;UFA;0;0
Parayko, Colton;STL;;RD;32;6500000;6500000;6500000;6500000;6500000
Binnington, Jordan;STL;;G;32;6000000;6000000;UFA;0;0
Broberg, Philip;STL;;LD;24;4580917;8000000;8000000;8000000;8000000
Suter, Pius;STL;;C,LW;29;4125000;4125000;UFA;0;0
Fowler, Cam;STL;;LD;34;4000000;6100000;6100000;6100000;UFA
Drouin, Jonathan;STL;;LW,C;30;4000000;4000000;UFA;0;0
Neighbours, Jake;STL;;LW,RW;23;3750000;3750000;RFA;0;0
Holl, Justin;STL;;RD;34;3400000;UFA;0;0;0
Hofer, Joel;STL;;G;25;3400000;3400000;RFA;0;0
Holloway, Dylan;STL;;LW,C;24;2290457;RFA;0;0;0
Berggren, Jonatan;STL;;RW,LW;25;1825000;RFA;0;0;0
Toropchenko, Alexei;STL;;LW,RW;26;1700000;2500000;2500000;UFA;0
Sundqvist, Oskar;STL;;C,RW;31;1500000;UFA;0;0;0
Carbonneau, Justin;STL;ELC;RW;19;975000;975000;975000;RFA;0
Snuggerud, Jimmy;STL;ELC;RW,LW;21;950000;950000;RFA;0;0
Jiříček, Adam;STL;ELC;D;19;942500;942500;942500;RFA;0
Fischer, Lukas;STL;ELC;D;19;931667;931667;931667;RFA;0
Tucker, Tyler;STL;;LD;26;925000;925000;UFA;0;0
Stenberg, Otto;STL;ELC;C,LW;20;918333;918333;918333;RFA;0
Lindstein, Theo;STL;ELC;LD;21;918333;918333;918333;RFA;0
Dvorský, Dalibor;STL;ELC;C,RW;20;886666;886666;886666;RFA;0
Mailloux, Logan;STL;ELC;RD;22;875000;850000;RFA;0;0
Jecho, Adam;STL;ELC;C,RW;19;872500;872500;872500;RFA;0
Kaskimäki, Aleksanteri;STL;ELC;C;22;870000;870000;RFA;0;0
Loof, Leo;STL;ELC;D;23;867500;RFA;0;0;0
Robertsson, Simon;STL;ELC;RW;23;867500;867500;RFA;0;0
Peterson, Dylan;STL;ELC;C,RW;24;867500;RFA;0;0;0
Susuyev, Nikita;STL;ELC;LW,RW;21;855000;855000;855000;RFA;0
Dean, Zach;STL;ELC;C;23;852500;RFA;0;0;0
Burns, Quinton;STL;ELC;D;20;838333;838333;838333;RFA;0
Buchinger, Michael;STL;ELC;D;21;838333;838333;RFA;0;0
Pekarcik, Juraj;STL;ELC;W,C;20;838333;838333;838333;RFA;0
Stancl, Jakub;STL;ELC;LW;20;836111;836111;836111;RFA;0
Gaudet, Marc-Andre;STL;ELC;D;22;802500;802500;RFA;0;0
Kessel, Matthew;STL;;RD;25;800000;RFA;0;0;0
Walker, Nathan;STL;;C,LW;32;775000;887500;887500;UFA;0
Finley, Jack;STL;;C,RW;23;775000;775000;775000;RFA;0
Bordeleau, Thomas;STL;;C,LW;24;775000;RFA;0;0;0
Gauthier, Julien;STL;;RW;28;775000;UFA;0;0;0
Skinner, Hunter;STL;;D;24;775000;0;0;0;0
Thomas, Akil;STL;;C,W;26;775000;0;0;0;0
McGing, Hugh;STL;;LW,C;27;775000;UFA;0;0;0
Rosen, Calle;STL;;D;32;775000;875000;875000;UFA;0
Cranley, Will;STL;;G;24;775000;RFA;0;0;0
Zherenko, Vadim;STL;;G;25;775000;0;0;0;0
Romanov, Georgii;STL;;G;26;775000;0;0;0;0
Abramov, Mikhail;STL;;C,W;24;RFA;0;0;0;0
Kucherov, Nikita;TBL;;RW;32;9500000;9500000;UFA;0;0
Point, Brayden;TBL;;C;30;9500000;9500000;9500000;9500000;9500000
Vasilevskiy, Andrei;TBL;;G;31;9500000;9500000;9500000;UFA;0
Guentzel, Jake;TBL;;LW,C;31;9000000;9000000;9000000;9000000;9000000
Hedman, Victor;TBL;;LD;35;8000000;8000000;8000000;8000000;UFA
McDonagh, Ryan;TBL;;LD;36;6750000;4100000;4100000;4100000;UFA
Hagel, Brandon;TBL;;LW;27;6500000;6500000;6500000;6500000;6500000
Cirelli, Anthony;TBL;;C;28;6250000;6250000;6250000;6250000;6250000
Bjorkstrand, Oliver;TBL;;RW;30;5400000;UFA;0;0;0
Cernak, Erik;TBL;;RD;28;5200000;5200000;5200000;5200000;5200000
Moser, Janis Jérôme;TBL;;LD,RD;25;3375000;6750000;6750000;6750000;6750000
Paul, Nick;TBL;;LW,C;30;3150000;3150000;3150000;3150000;UFA
Gourde, Yanni;TBL;;C,LW;34;2333333;2333333;2333333;2333333;2333334
Holmberg, Pontus;TBL;;C,LW;27;1550000;1550000;UFA;0;0
Johansson, Jonas;TBL;;G;30;1250000;1250000;UFA;0;0
Goncalves, Gage;TBL;;LW,RW;25;1200000;1200000;RFA;0;0
Perry, Corey;TBL;;RW,LW;40;1000000;UFA;0;0;0
Raddysh, Darren;TBL;;RD;30;975000;UFA;0;0;0
O'Reilly, Sam;TBL;ELC;C;19;931945;931945;931945;RFA;0
Czata, Ethan;TBL;ELC;C;18;931667;931667;931667;RFA;0
James, Dominic;TBL;ELC;C,LW;23;910000;910000;RFA;0;0
Mercuri, Lucas;TBL;ELC;C;24;896250;896250;RFA;0;0
Geekie, Conor;TBL;ELC;RW,C;21;886666;886666;RFA;0;0
Allard, Tristan;TBL;ELC;;23;872500;872500;RFA;0;0
Meneghin, Harrison;TBL;ELC;G;21;872500;872500;872500;RFA;0
Roelens, Milo;TBL;ELC;C,LW;23;870000;870000;RFA;0;0
Gill, Dyllan;TBL;ELC;D;21;870000;870000;RFA;0;0
Kurth, Connor;TBL;ELC;F;22;870000;870000;RFA;0;0
Szturc, Gabriel;TBL;ELC;C,LW;22;870000;870000;RFA;0;0
Flinton, Robert;TBL;ELC;LW;22;867500;867500;RFA;0;0
Duke, Dylan;TBL;ELC;LW,C;23;867500;867500;RFA;0;0
Groshev, Maxim;TBL;ELC;LD;24;867500;RFA;0;0;0
Girgensons, Zemgus;TBL;;LW,C;32;850000;850000;UFA;0;0
Samson, Ethan;TBL;ELC;D;22;846667;RFA;0;0;0
Gauthier, Ethan;TBL;ELC;RW;21;833333;833333;833333;RFA;0
Lilleberg, Emil;TBL;;LD,RD;25;800000;800000;RFA;0;0
Chaffee, Mitchell;TBL;;RW;28;800000;UFA;0;0;0
Sabourin, Scott;TBL;;RW,LW;33;775000;UFA;0;0;0
Crozier, Maxwell;TBL;;RD;25;775000;775000;775000;UFA;0
Santini, Steven;TBL;;RD;31;775000;775000;UFA;0;0
Carlile, Declan;TBL;;LD;25;775000;0;0;0;0
D'Astous, Charle-Edouard;TBL;;LD;27;775000;875000;UFA;0;0
Lundmark, Simon;TBL;;D;25;775000;775000;RFA;0;0
Abruzzese, Nicholas;TBL;;C,LW;26;775000;UFA;0;0;0
Pelletier, Jakob;TBL;;LW,C;25;775000;775000;775000;UFA;0
Mitchell, Ian;TBL;;D;27;775000;UFA;0;0;0
Fanti, Ryan;TBL;;G;26;775000;0;0;0;0
Halverson, Brandon;TBL;;G;29;775000;UFA;0;0;0
Merela, Waltteri;TBL;;RW;27;RFA;0;0;0;0
Alnefelt, Hugo;TBL;;G;24;RFA;0;0;0;0
Matthews, Auston;TOR;;C;28;13250000;13250000;13250000;UFA;0
Nylander, William;TOR;;C,RW;29;11500000;11500000;11500000;11500000;11500000
Knies, Matthew;TOR;;LW,RW;23;7750000;7750000;7750000;7750000;7750000
Rielly, Morgan;TOR;;LD;32;7500000;7500000;7500000;7500000;7500000
McCabe, Jake;TOR;;LD,RD;32;4513102;4513102;4513102;4513102;4513102
Tanev, Christopher;TOR;;RD;36;4500000;4500000;4500000;4500000;4500000
Tavares, John;TOR;;C,LW;35;4389280;4389280;4389280;4389280;UFA
Domi, Max;TOR;;C,LW;31;3750000;3750000;3750000;UFA;0
Woll, Joseph;TOR;;G;27;3666667;3666667;3666667;UFA;0
Ekman-Larsson, Oliver;TOR;;LD,RD;34;3500000;3500000;3500000;UFA;0
Carlo, Brandon;TOR;;RD;29;3485000;3485000;UFA;0;0
Maccelli, Matias;TOR;;LW,RW;25;3425000;RFA;0;0;0
Joshua, Dakota;TOR;;C,LW;29;3250000;3250000;3250000;UFA;0
Stolarz, Anthony;TOR;;G;32;2500000;3750000;3750000;3750000;3750000
Jarnkrok, Calle;TOR;;LW,RW;34;2100000;UFA;0;0;0
Robertson, Nicholas;TOR;;LW,RW;24;1825000;RFA;0;0;0
Lorentz, Steven;TOR;;LW,C;29;1350000;1350000;1350000;UFA;0
Benoit, Simon;TOR;;LD,RD;27;1350000;1350000;UFA;0;0
Benning, Matt;TOR;;D;31;1250000;UFA;0;0;0
Thrun, Henry;TOR;;LD;25;1000000;RFA;0;0;0
Danford, Ben;TOR;ELC;D;20;931945;931945;931945;RFA;0
Holinka, Miroslav;TOR;ELC;C,W;20;918333;918333;918333;RFA;0
Prokop, John;TOR;ELC;D;24;875000;RFA;0;0;0
Quillan, Jacob;TOR;ELC;C,LW;24;875000;RFA;0;0;0
Smith, Blake;TOR;ELC;;21;875000;875000;875000;RFA;0
Haymes, Luke;TOR;ELC;C;22;875000;875000;RFA;0;0
Cowan, Easton;TOR;ELC;C,RW;20;873500;873500;873500;RFA;0
Valis, Borya;TOR;ELC;F;21;872500;872500;872500;RFA;0
Tverberg, Ryan;TOR;ELC;C,RW;24;851667;RFA;0;0;0
Peksa, Vyacheslav;TOR;ELC;G;23;851667;RFA;0;0;0
Akhtyamov, Artur;TOR;ELC;G;24;851667;900000;900000;900000;UFA
Myers, Philippe;TOR;;RD;29;850000;850000;UFA;0;0
Hildeby, Dennis;TOR;;G;24;841667;841667;841667;RFA;0
Webber, Cade;TOR;;D;25;825000;825000;RFA;0;0
Groulx, Bo;TOR;;C,LW;26;812500;812500;UFA;0;0
Mermis, Dakota;TOR;;LD;32;812500;812500;UFA;0;0
Pezzetta, Michael;TOR;;LW,C;28;812500;812500;UFA;0;0
Kressler, Braeden;TOR;ELC;C,RW;23;800556;RFA;0;0;0
Chadwick, Noah;TOR;ELC;D;20;800556;800556;800556;RFA;0
Stecher, Troy;TOR;;RD;31;787500;UFA;0;0;0
Boyd, Travis;TOR;;C,RW;32;775000;UFA;0;0;0
Villeneuve, William;TOR;;D;23;775000;RFA;0;0;0
Lettieri, Vinni;TOR;;C,RW;31;775000;UFA;0;0;0
Rifai, Marshall;TOR;;LD;28;775000;775000;UFA;0;0
Der-Arguchintsev, Semyon;TOR;;C;25;RFA;0;0;0;0
Buhr, Brandon;TOR;;;23;RFA;975000;0;0;0
Hirvonen, Roni;TOR;;W,C;24;RFA;0;0;0;0
Niemela, Topi;TOR;;D;23;RFA;0;0;0;0
Borgesi, Vinny;TOR;;;22;RFA;987500;987500;0;0
Sergachev, Mikhail;UTA;;LD;27;8500000;8500000;8500000;8500000;8500000
Peterka, John-Jason;UTA;;LW;24;7700000;7700000;7700000;7700000;7700000
Keller, Clayton;UTA;;RW,LW;27;7150000;7150000;7150000;UFA;0
Guenther, Dylan;UTA;;RW,LW;22;7142875;7142875;7142875;7142875;7142875
Weegar, MacKenzie;UTA;;LD,RD;32;6250000;6250000;6250000;6250000;6250000
Durzi, Sean;UTA;;RD;27;6000000;6000000;6000000;UFA;0
Schmaltz, Nick;UTA;;C,LW;30;5850000;8000000;8000000;8000000;8000000
Vejmelka, Karel;UTA;;G;29;4750000;4750000;4750000;4750000;4750000
Marino, John;UTA;;RD;28;4400000;4400000;UFA;0;0
Crouse, Lawson;UTA;;LW,RW;28;4300000;4300000;UFA;0;0
McBain, Jack;UTA;;C,LW;26;4250000;4250000;4250000;4250000;4250000
Schmidt, Nate;UTA;;LD,RD;34;3500000;3500000;3500000;UFA;0
Kerfoot, Alexander;UTA;;LW,C;31;3000000;UFA;0;0;0
Cole, Ian;UTA;;LD;37;2800000;UFA;0;0;0
Hayton, Barrett;UTA;;C,LW;25;2650000;RFA;0;0;0
Tanev, Brandon;UTA;;LW,RW;34;2500000;2500000;2500000;UFA;0
Stenlund, Kevin;UTA;;C;29;2000000;UFA;0;0;0
Vanecek, Vitek;UTA;;G;30;1500000;UFA;0;0;0
O'Brien, Liam;UTA;;LW,RW;31;1000000;1000000;UFA;0;0
Duda, Artyom;UTA;ELC;D;21;950000;950000;RFA;0;0
Simashev, Dmitri;UTA;ELC;LD,RD;21;950000;950000;950000;RFA;0
Cooley, Logan;UTA;ELC;C,LW;21;950000;10000000;10000000;10000000;10000000
But, Daniil;UTA;ELC;LW;21;950000;950000;950000;RFA;0
Iginla, Tij;UTA;ELC;LW;19;942500;942500;942500;RFA;0
Beaudoin, Cole;UTA;ELC;C;19;942500;942500;942500;RFA;0
Lutz, Julian;UTA;ELC;W,C;22;923333;923333;RFA;0;0
Lamoureux, Maveric;UTA;ELC;D;22;886666;886666;RFA;0;0
Lavoie, Tomas;UTA;ELC;D;19;872500;872500;872500;RFA;0
Matikka, Miko;UTA;ELC;RW,LW;22;870000;870000;RFA;0;0
Allard, Owen;UTA;ELC;C,LW;22;869167;869167;RFA;0;0
Smith, Gabe;UTA;ELC;C;19;869167;869167;869167;RFA;0
Kunc, Michal;UTA;ELC;;25;861000;RFA;0;0;0
Szuber, Maksymilian;UTA;ELC;D;23;859167;RFA;0;0;0
Lipkin, Sam;UTA;ELC;LW,C;23;851667;851667;RFA;0;0
Goldsmith, Terrell;UTA;ELC;D;20;836111;836111;836111;RFA;0
Nordh, Noel;UTA;ELC;LW,RW;21;835000;835000;835000;RFA;0
Hebig, Cameron;UTA;;C,W;29;812500;812500;UFA;0;0
DeSimone, Nick;UTA;;RD;31;800000;UFA;0;0;0
Ingram, Connor;UTA;;G;28;800000;0;0;0;0
Thornton, Anson;UTA;ELC;G;22;795556;RFA;0;0;0
Yamamoto, Kailer;UTA;;RW;27;775000;UFA;0;0;0
Carcone, Michael;UTA;;LW;29;775000;UFA;0;0;0
Rooney, Kevin;UTA;;C;32;775000;UFA;0;0;0
Perunovich, Scott;UTA;;D;27;775000;UFA;0;0;0
Agozzino, Andrew;UTA;;LW,C;35;775000;UFA;0;0;0
McCartney, Ben;UTA;;LW,RW;24;775000;775000;RFA;0;0
Connauton, Kevin;UTA;;D;36;775000;UFA;0;0;0
Villalta, Matt;UTA;;G;26;775000;UFA;0;0;0
Onyebuchi, Montana;UTA;;D;26;775000;775000;UFA;0;0
Stauber, Jaxson;UTA;;G;26;775000;775000;UFA;0;0
Ekman-Larsson, Oliver;UTA;;LD,RD;34;650000;650000;290000;290000;290000
Pettersson, Elias;VAN;;C,LW;27;11600000;11600000;11600000;11600000;11600000
Boeser, Brock;VAN;;RW,LW;29;7250000;7250000;7250000;7250000;7250000
Hronek, Filip;VAN;;RD;28;7250000;7250000;7250000;7250000;7250000
DeBrusk, Jake;VAN;;LW,RW;29;5500000;5500000;5500000;5500000;5500000
Pettersson, Marcus;VAN;;LD;29;5500000;5500000;5500000;5500000;5500000
Kane, Evander;VAN;;LW,RW;34;5125000;UFA;0;0;0
Rossi, Marco;VAN;;C;24;5000000;5000000;5000000;RFA;0
Demko, Thatcher;VAN;;G;30;5000000;8500000;8500000;8500000;UFA
Ekman-Larsson, Oliver;VAN;;LD,RD;34;4766667;4766667;2126667;2126667;2126667
Lankinen, Kevin;VAN;;G;30;4500000;4500000;4500000;4500000;4500000
Chytil, Filip;VAN;;C;26;4437500;4437500;UFA;0;0
Hoglander, Nils;VAN;;LW,RW;25;3000000;3000000;3000000;UFA;0
O'Connor, Drew;VAN;;LW,RW;27;2500000;2500000;UFA;0;0
Forbort, Derek;VAN;;LD;34;2000000;UFA;0;0;0
Blueger, Teddy;VAN;;C;31;1800000;UFA;0;0;0
Myers, Tyler;VAN;;RD;36;1500000;1500000;0;0;0
Cootes, Braeden;VAN;ELC;C;19;975000;975000;975000;RFA;0
Buium, Zeev;VAN;ELC;LD;20;966667;966667;RFA;0;0
Willander, Tom;VAN;ELC;RD;21;950000;950000;950000;RFA;0
Medvedev, Aleksei;VAN;ELC;G;18;923333;923333;923333;RFA;0
Patterson, Riley;VAN;ELC;C;19;923333;923333;923333;RFA;0
Lekkerimaki, Jonathan;VAN;ELC;RW;21;918333;918333;RFA;0;0
Chiarot, Gabe;VAN;ELC;;19;916667;916667;916667;RFA;0
Öhgren, Liam;VAN;ELC;LW;22;886666;886666;RFA;0;0
Ravinskis, Anri;VAN;ELC;;23;872500;872500;RFA;0;0
Mancini, Victor;VAN;ELC;RD;23;870000;RFA;0;0;0
Mueller, Ty;VAN;ELC;C;23;870000;870000;RFA;0;0
Grubbe, Jayden;VAN;ELC;C,RW;23;867500;RFA;0;0;0
Stillman, Chase;VAN;ELC;RW,LW;23;863334;RFA;0;0;0
Koskenvuo, Aku;VAN;ELC;G;23;850000;850000;RFA;0;0
Klimovich, Danila;VAN;ELC;RW,LW;23;833333;RFA;0;0;0
Alriksson, Vilmer;VAN;ELC;LW,C;21;831667;831667;831667;RFA;0
Aman, Nils;VAN;;C,LW;26;825000;RFA;0;0;0
Kudryavtsev, Kirill;VAN;ELC;D;22;825000;825000;RFA;0;0
Young, Ty;VAN;ELC;G;21;825000;825000;RFA;0;0
Mynio, Sawyer;VAN;ELC;D;20;806666;806666;806666;RFA;0
Thompson, Jack;VAN;;RD;24;800000;RFA;0;0;0
Sasson, Max;VAN;;C;25;775000;1000000;1000000;UFA;0
Karlsson, Linus;VAN;;RW,C;26;775000;2250000;2250000;UFA;0
Räty, Aatu;VAN;;C;23;775000;775000;RFA;0;0
Douglas, Curtis;VAN;;C,LW;26;775000;0;0;0;0
Joseph, Pierre-Olivier;VAN;;LD,RD;26;775000;RFA;0;0;0
Tolopilo, Nikita;VAN;;G;25;775000;775000;UFA;0;0
Clayton, Cole;VAN;;D;26;775000;RFA;0;0;0
MacEachern, MacKenzie;VAN;;LW;32;775000;775000;UFA;0;0
Labate, Joe;VAN;;C,LW;32;775000;UFA;0;0;0
Bains, Arshdeep;VAN;;LW;25;775000;775000;RFA;0;0
Brisebois, Guillaume;VAN;;D;28;775000;UFA;0;0;0
Schuldt, Jimmy;VAN;;D;30;775000;775000;UFA;0;0
Patera, Jiri;VAN;;G;27;775000;UFA;0;0;0
Mikheyev, Ilya;VAN;;RW,LW;31;712500;0;0;0;0
Marner, Mitchell;VGK;;RW,C;28;12000000;12000000;12000000;12000000;12000000
Eichel, Jack;VGK;;C;29;10000000;13500000;13500000;13500000;13500000
Stone, Mark;VGK;;RW;33;9500000;9500000;UFA;0;0
Pietrangelo, Alex;VGK;;D;36;8800000;8800000;UFA;0;0
Theodore, Shea;VGK;;LD,RD;30;7425000;7425000;7425000;7425000;7425000
Hanifin, Noah;VGK;;LD;29;7350000;7350000;7350000;7350000;7350000
Hertl, Tomas;VGK;;C,LW;32;6750000;6750000;6750000;6750000;6750000
Hill, Adin;VGK;;G;29;6250000;6250000;6250000;6250000;6250000
Karlsson, William;VGK;;C;33;5900000;5900000;UFA;0;0
Barbashev, Ivan;VGK;;LW;30;5000000;5000000;5000000;UFA;0
McNabb, Brayden;VGK;;LD;35;3650000;3650000;3650000;UFA;0
Dowd, Nic;VGK;;C;35;3000000;3000000;UFA;0;0
Howden, Brett;VGK;;C,LW;27;2500000;2500000;2500000;2500000;2500000
Kolesar, Keegan;VGK;;RW;28;2500000;2500000;2500000;UFA;0
Andersson, Rasmus;VGK;;RD;29;2275000;UFA;0;0;0
Smith, Reilly;VGK;;RW,LW;34;2000000;UFA;0;0;0
Lauzon, Jeremy;VGK;;LD;28;2000000;UFA;0;0;0
Hart, Carter;VGK;;G;27;2000000;2000000;UFA;0;0
Saad, Brandon;VGK;;LW,RW;33;2000000;UFA;0;0;0
Dorofeyev, Pavel;VGK;;LW,RW;25;1835000;RFA;0;0;0
Sissons, Colton;VGK;;C,RW;32;1428572;UFA;0;0;0
Davies, Jeremy;VGK;;D;29;1150000;1150000;UFA;0;0
Smith, Cole;VGK;;LW;30;1000000;UFA;0;0;0
Connelly, Trevor;VGK;ELC;LW;20;975000;975000;975000;RFA;0
Hutton, Ben;VGK;;D;32;975000;UFA;0;0;0
Hallum, Jackson;VGK;ELC;F;23;925000;925000;RFA;0;0
Whitehead, Cameron;VGK;ELC;G;22;875000;875000;RFA;0;0
Schmid, Akira;VGK;;G;25;875000;RFA;0;0;0
Uronen, Tuomas;VGK;ELC;W,C;21;852500;852500;852500;RFA;0
Demek, Jakub;VGK;ELC;RW;22;851683;RFA;0;0;0
Swick, Trent;VGK;ELC;LW;21;850000;850000;850000;RFA;0
Uchacz, Kai;VGK;ELC;C,RW;22;845000;845000;RFA;0;0
Lindbom, Carl;VGK;ELC;G;22;840000;RFA;0;0;0
Holtz, Alexander;VGK;;RW;24;839725;835352;RFA;0;0
Bowman, Braeden;VGK;ELC;RW;22;837500;837500;RFA;0;0
Fleming, Joe;VGK;ELC;D;22;836666;RFA;0;0;0
Kmec, Viliam;VGK;ELC;D;22;833333;833333;RFA;0;0
Gustafson, Jordan;VGK;ELC;C;22;830000;830000;RFA;0;0
Brabenec, Jakub;VGK;ELC;LW,C;22;828333;RFA;0;0;0
Korczak, Kaedan;VGK;;RD;25;825000;3250000;3250000;3250000;3250000
Hemmerling, Ben;VGK;ELC;RW;21;821111;821111;RFA;0;0
Sapovaliv, Matyas;VGK;ELC;C;22;803334;803334;RFA;0;0
Cataford, Mathieu;VGK;ELC;RW;21;801666;801666;801666;RFA;0
Megna, Jaycob;VGK;;D;33;800000;800000;UFA;0;0
Rondbjerg, Jonas;VGK;;LW,RW;26;775000;UFA;0;0;0
Coghlan, Dylan;VGK;;D;28;775000;UFA;0;0;0
Lavoie, Raphael;VGK;;C,RW;25;775000;0;0;0;0
Laczynski, Tanner;VGK;;C;28;775000;UFA;0;0;0
Cormier, Lukas;VGK;;D;23;775000;RFA;0;0;0
